fatigue_percent,screen_time,sleep_hours,stress_level,exercise,social_media,productivity,prediction,q_focus,q_mood,q_energy,q_digital
45,7.0,6.0,5,30,4.0,70,Strained,Tidak,Baik,Penuh energi,Tidak sama sekali
